;gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cell;cancer
26457;FKBP1A;1.07E-07;0.314402161;0.441;0.308;0.003618377;Plasma;Colon
26458;ATP5L;1.21E-07;-0.263575369;0.824;0.92;0.004060748;Plasma;Colon
26459;RPS4Y1;1.37E-07;-0.321233855;0.176;0.347;0.004609164;Plasma;Colon
26460;LAX1;1.38E-07;0.29613573;0.277;0.164;0.004648629;Plasma;Colon
26461;NDUFA6;1.91E-07;0.323798988;0.479;0.349;0.006448544;Plasma;Colon
26462;TSPAN8;1.93E-07;0.324334083;0.214;0.101;0.006516812;Plasma;Colon
26463;TBCA;1.93E-07;-0.291285114;0.437;0.613;0.006518569;Plasma;Colon
26464;PRDX1;1.96E-07;0.308561337;0.718;0.704;0.006590847;Plasma;Colon
26465;ALDOA;2.07E-07;0.257733616;0.643;0.68;0.006975151;Plasma;Colon
26466;RPL24;2.21E-07;-0.292958365;0.924;0.963;0.007450412;Plasma;Colon
26467;NME1;3.55E-07;0.296160735;0.471;0.395;0.011951158;Plasma;Colon
26468;C19orf24;3.78E-07;0.310694302;0.412;0.31;0.012729353;Plasma;Colon
26469;RPS10;4.02E-07;-0.31230719;0.878;0.93;0.013545581;Plasma;Colon
26470;POMP;4.67E-07;0.283402309;0.55;0.518;0.015740355;Plasma;Colon
26471;GAPDH;4.68E-07;0.328236114;0.853;0.897;0.015777802;Plasma;Colon
26472;MALAT1;4.92E-07;0.534197076;0.975;0.996;0.016563729;Plasma;Colon
26473;RNF213;6.54E-07;0.343560216;0.244;0.134;0.022033965;Plasma;Colon
26474;SMDT1;6.55E-07;-0.275989095;0.559;0.712;0.022069653;Plasma;Colon
26475;CD27;6.77E-07;-0.302403786;0.584;0.748;0.022803057;Plasma;Colon
26476;PRDX5;7.02E-07;0.253260836;0.622;0.639;0.023642699;Plasma;Colon
26477;RABAC1;7.31E-07;0.344303187;0.824;0.843;0.024624317;Plasma;Colon
26478;HLA-A;7.60E-07;0.355826604;0.819;0.902;0.025611078;Plasma;Colon
26479;PSME2;7.74E-07;0.375160034;0.643;0.568;0.026086734;Plasma;Colon
26480;JUNB;8.18E-07;-0.41276719;0.664;0.8;0.027566136;Plasma;Colon
26481;LAPTM5;8.56E-07;0.281867275;0.189;0.076;0.028839295;Plasma;Colon
26482;FTL;9.32E-07;0.506554625;0.966;0.987;0.03141422;Plasma;Colon
26483;ARID5B;1.01E-06;-0.291326449;0.34;0.507;0.034120909;Plasma;Colon
26484;EEF2;1.04E-06;-0.302442506;0.861;0.924;0.035059303;Plasma;Colon
26485;HSPA8;1.13E-06;0.397442739;0.697;0.613;0.038178135;Plasma;Colon
26486;RPS12;5.15E-07;0.731973003;0.982;0.893;0.017365785;B;Ovary
26487;HBB;5.13E-52;-1.648666236;0.108;0.671;1.73E-47;CD4T;Ovary
26488;IGKC;4.19E-44;4.128495276;0.536;0.013;1.41E-39;CD4T;Ovary
26489;MGP;1.40E-30;-1.59630723;0.085;0.434;4.70E-26;CD4T;Ovary
26490;HBA2;4.34E-27;-1.317865484;0.056;0.382;1.46E-22;CD4T;Ovary
26491;MT-ND3;1.29E-26;-0.804021411;0.953;0.974;4.34E-22;CD4T;Ovary
26492;RPS27;2.48E-25;-0.700598583;0.997;1;8.34E-21;CD4T;Ovary
26493;APOD;4.90E-24;-1.183792202;0.01;0.204;1.65E-19;CD4T;Ovary
26494;CFD;7.55E-24;-1.362314662;0.033;0.263;2.54E-19;CD4T;Ovary
26495;H3F3A;8.05E-20;1.459985613;0.595;0.217;2.71E-15;CD4T;Ovary
26496;GAPDH;3.08E-19;1.041091567;0.915;0.783;1.04E-14;CD4T;Ovary
26497;ANXA1;3.53E-18;-1.210825315;0.49;0.743;1.19E-13;CD4T;Ovary
26498;TSC22D3;7.17E-18;-0.878348849;0.773;0.908;2.42E-13;CD4T;Ovary
26499;RPL28;1.69E-17;0.453712525;0.996;0.987;5.68E-13;CD4T;Ovary
26500;RPS29;2.93E-17;-0.589691736;0.986;0.987;9.88E-13;CD4T;Ovary
26501;FABP4;1.35E-16;-1.096923507;0.013;0.171;4.56E-12;CD4T;Ovary
26502;DUSP1;4.62E-16;-1.036665503;0.456;0.632;1.56E-11;CD4T;Ovary
26503;DCN;7.24E-15;-1.342782945;0.107;0.342;2.44E-10;CD4T;Ovary
26504;CXCR4;1.00E-14;-0.716399363;0.846;0.941;3.38E-10;CD4T;Ovary
26505;EEF1A1;5.64E-14;0.803934114;0.886;0.849;1.90E-09;CD4T;Ovary
26506;CRIP1;7.80E-13;-1.003564855;0.318;0.441;2.63E-08;CD4T;Ovary
26507;RPL34;2.21E-11;-0.471197868;0.996;1;7.45E-07;CD4T;Ovary
26508;RPS26;2.93E-11;-0.633770866;0.942;0.914;9.87E-07;CD4T;Ovary
26509;IGHG3;4.77E-11;1.712963672;0.177;0.007;1.61E-06;CD4T;Ovary
26510;NEAT1;5.90E-11;0.936164205;0.757;0.526;1.99E-06;CD4T;Ovary
26511;HBA1;6.94E-11;-0.876816246;0.035;0.191;2.34E-06;CD4T;Ovary
26512;RGCC;1.32E-10;-0.975134342;0.186;0.336;4.45E-06;CD4T;Ovary
26513;RPL36A;1.98E-10;-0.632933179;0.777;0.882;6.67E-06;CD4T;Ovary
26514;IGLC3;2.16E-10;2.950988212;0.133;0;7.28E-06;CD4T;Ovary
26515;RPS21;2.26E-10;-0.450097753;0.911;0.974;7.62E-06;CD4T;Ovary
26516;WFDC2;2.34E-10;0.906111058;0.166;0.007;7.87E-06;CD4T;Ovary
26517;HMGN2;4.76E-10;1.069358532;0.393;0.145;1.60E-05;CD4T;Ovary
26518;GPR183;2.48E-09;-0.932089587;0.247;0.421;8.36E-05;CD4T;Ovary
26519;RP11-347P5.1;2.74E-09;-0.904583312;0.229;0.375;9.24E-05;CD4T;Ovary
26520;SPP1;2.91E-09;1.112655145;0.15;0.007;9.81E-05;CD4T;Ovary
26521;IGLC2;4.92E-09;1.861572572;0.166;0.013;0.000165828;CD4T;Ovary
26522;IGHA1;4.94E-09;1.084041142;0.115;0;0.000166585;CD4T;Ovary
26523;FOS;7.45E-09;-0.775585977;0.588;0.757;0.000251094;CD4T;Ovary
26524;RPLP1;8.17E-09;0.297757859;0.999;1;0.000275307;CD4T;Ovary
26525;PIK3R1;9.18E-09;-0.916884553;0.236;0.408;0.000309388;CD4T;Ovary
26526;CYR61;1.21E-08;-0.793424885;0.021;0.132;0.000409003;CD4T;Ovary
26527;SRGN;1.31E-08;-0.603778077;0.802;0.882;0.000440511;CD4T;Ovary
26528;TPT1;1.60E-08;0.375810887;0.992;0.961;0.000539787;CD4T;Ovary
26529;RPL41;2.88E-08;0.823605431;0.892;0.941;0.000970528;CD4T;Ovary
26530;SRSF5;3.19E-08;-0.587123563;0.509;0.671;0.001076133;CD4T;Ovary
26531;PTGER4;3.94E-08;-0.838468591;0.199;0.342;0.001328767;CD4T;Ovary
26532;IGHG1;4.13E-08;1.833459819;0.135;0.007;0.001392624;CD4T;Ovary
26533;SLPI;4.52E-08;0.75790482;0.247;0.066;0.001522755;CD4T;Ovary
26534;MCL1;6.78E-08;-0.698535005;0.41;0.539;0.002283666;CD4T;Ovary
26535;GZMB;7.24E-08;1.728426233;0.177;0.026;0.002438218;CD4T;Ovary
26536;RPL17;8.94E-08;-0.649028707;0.548;0.73;0.003011392;CD4T;Ovary
26537;JUNB;9.42E-08;-0.64494166;0.778;0.836;0.003174105;CD4T;Ovary
26538;MT-ND1;1.16E-07;0.473304319;0.976;0.928;0.003901511;CD4T;Ovary
26539;BTN3A2;1.36E-07;0.753837049;0.244;0.066;0.004565818;CD4T;Ovary
26540;TNFAIP3;1.40E-07;-0.775318704;0.245;0.441;0.004727844;CD4T;Ovary
26541;LGALS3;2.02E-07;0.711501864;0.24;0.066;0.006798985;CD4T;Ovary
26542;TYROBP;3.13E-07;0.764726436;0.162;0.026;0.010561651;CD4T;Ovary
26543;IGHG4;3.23E-07;1.025041057;0.123;0.007;0.010875902;CD4T;Ovary
26544;KLF6;4.73E-07;-0.729180724;0.527;0.632;0.015936363;CD4T;Ovary
26545;RPL39;5.52E-07;0.634202592;0.843;0.829;0.018587595;CD4T;Ovary
26546;TRAT1;6.02E-07;-0.707050146;0.228;0.408;0.020283695;CD4T;Ovary
26547;ETS1;7.70E-07;-0.669049589;0.371;0.493;0.025932927;CD4T;Ovary
26548;MRPL51;8.79E-07;0.695719041;0.306;0.118;0.029633105;CD4T;Ovary
26549;CNN2;1.28E-06;0.598058157;0.303;0.118;0.042979291;CD4T;Ovary
26550;CFD;2.97E-100;-2.399058113;0.039;0.405;1.00E-95;CD8T;Ovary
26551;HBB;1.58E-84;0.325381013;0.564;0.815;5.33E-80;CD8T;Ovary
26552;APOD;7.71E-75;-2.116680323;0.018;0.275;2.60E-70;CD8T;Ovary
26553;IGKC;1.86E-51;0.596414566;0.33;0.046;6.25E-47;CD8T;Ovary
26554;FABP4;1.78E-46;-1.579089946;0.116;0.398;5.99E-42;CD8T;Ovary
26555;PLA2G2A;8.38E-45;-1.473361971;0.02;0.2;2.82E-40;CD8T;Ovary
26556;ITLN1;3.04E-42;-1.365009383;0.005;0.141;1.02E-37;CD8T;Ovary
26557;COL1A1;6.31E-39;2.098984423;0.346;0.132;2.13E-34;CD8T;Ovary
26558;IL32;2.80E-37;-0.795272153;0.636;0.825;9.45E-33;CD8T;Ovary
26559;MGP;4.10E-36;-0.558229404;0.169;0.399;1.38E-31;CD8T;Ovary
26560;S100A4;3.82E-35;-0.853329325;0.545;0.766;1.29E-30;CD8T;Ovary
26561;DUSP2;5.50E-35;-1.202327791;0.155;0.406;1.85E-30;CD8T;Ovary
26562;DUSP1;1.25E-34;-1.114059697;0.29;0.554;4.22E-30;CD8T;Ovary
26563;COL1A2;3.94E-30;1.737678623;0.326;0.134;1.33E-25;CD8T;Ovary
26564;ADH1B;7.97E-29;-0.986101835;0.006;0.107;2.68E-24;CD8T;Ovary
26565;TAGLN;1.13E-28;1.676103009;0.202;0.07;3.80E-24;CD8T;Ovary
26566;CCL5;2.10E-28;-0.591482946;0.779;0.918;7.07E-24;CD8T;Ovary
26567;GAPDH;2.41E-28;0.731233203;0.723;0.631;8.11E-24;CD8T;Ovary
26568;ACTA2;6.02E-27;1.668495894;0.173;0.05;2.03E-22;CD8T;Ovary
26569;COL3A1;1.30E-25;1.564569606;0.291;0.132;4.37E-21;CD8T;Ovary
26570;HP;4.26E-25;-1.004682426;0.01;0.111;1.43E-20;CD8T;Ovary
26571;CCL4;4.40E-25;-0.861050002;0.643;0.827;1.48E-20;CD8T;Ovary
26572;WFDC2;2.16E-24;1.443860506;0.155;0.016;7.29E-20;CD8T;Ovary
26573;ALOX5AP;1.48E-23;-0.708569072;0.351;0.592;4.98E-19;CD8T;Ovary
26574;SPARC;8.90E-23;1.480197691;0.255;0.109;3.00E-18;CD8T;Ovary
26575;RPLP1;3.66E-22;0.400974969;0.966;0.948;1.23E-17;CD8T;Ovary
26576;XCL1;4.58E-21;-1.103665326;0.123;0.298;1.54E-16;CD8T;Ovary
26577;ID2;6.13E-21;-0.730056726;0.401;0.617;2.07E-16;CD8T;Ovary
26578;ANXA1;2.66E-20;-0.689385771;0.36;0.581;8.97E-16;CD8T;Ovary
26579;FN1;4.82E-20;1.458003401;0.19;0.05;1.62E-15;CD8T;Ovary
26580;RPL28;7.84E-20;0.387324681;0.888;0.881;2.64E-15;CD8T;Ovary
26581;RPS29;1.31E-19;-0.454310914;0.817;0.865;4.42E-15;CD8T;Ovary
26582;ADIRF;4.36E-19;-0.89714795;0.057;0.187;1.47E-14;CD8T;Ovary
26583;CTHRC1;5.63E-19;1.458915464;0.118;0.012;1.90E-14;CD8T;Ovary
26584;ZFP36L2;6.07E-19;-0.610339345;0.529;0.715;2.04E-14;CD8T;Ovary
26585;GSN;1.11E-18;-1.134000783;0.054;0.184;3.74E-14;CD8T;Ovary
26586;TSC22D3;1.27E-18;-0.571194493;0.611;0.784;4.29E-14;CD8T;Ovary
26587;XCL2;1.61E-18;-0.789027069;0.197;0.387;5.43E-14;CD8T;Ovary
26588;MT1X;3.16E-18;-0.862044075;0.133;0.292;1.07E-13;CD8T;Ovary
26589;GZMA;8.76E-18;-0.547306459;0.616;0.795;2.95E-13;CD8T;Ovary
26590;FOS;2.31E-16;-0.508097914;0.505;0.702;7.79E-12;CD8T;Ovary
26591;CYBA;7.24E-16;-0.534413171;0.584;0.765;2.44E-11;CD8T;Ovary
26592;FTH1;1.14E-15;0.50917093;0.898;0.854;3.85E-11;CD8T;Ovary
26593;MDK;1.52E-15;1.116863228;0.129;0.032;5.12E-11;CD8T;Ovary
26594;CITED2;1.92E-15;-0.700789471;0.114;0.26;6.46E-11;CD8T;Ovary
26595;IGLC2;3.80E-15;2.191121033;0.125;0.023;1.28E-10;CD8T;Ovary
26596;HCST;4.63E-15;-0.492486675;0.59;0.765;1.56E-10;CD8T;Ovary
26597;AKIRIN2;5.30E-15;-0.721718272;0.044;0.15;1.78E-10;CD8T;Ovary
26598;GZMK;6.58E-15;-0.539615055;0.57;0.743;2.22E-10;CD8T;Ovary
26599;RPS18;7.20E-15;0.29459223;0.985;0.952;2.43E-10;CD8T;Ovary
26600;AC092580.4;1.02E-14;-0.637672886;0.181;0.344;3.45E-10;CD8T;Ovary
26601;CTSW;1.82E-14;-0.551763846;0.43;0.617;6.13E-10;CD8T;Ovary
26602;GPX3;4.16E-14;-0.881700359;0.031;0.116;1.40E-09;CD8T;Ovary
26603;RPL41;8.89E-14;0.442726143;0.578;0.692;3.00E-09;CD8T;Ovary
26604;MT1E;1.38E-13;-0.818513931;0.14;0.283;4.64E-09;CD8T;Ovary
26605;FTL;1.56E-13;0.596716296;0.907;0.859;5.25E-09;CD8T;Ovary
26606;SEPP1;1.67E-13;-0.580475495;0.068;0.169;5.63E-09;CD8T;Ovary
26607;TPT1;2.10E-13;0.343853553;0.853;0.832;7.06E-09;CD8T;Ovary
26608;LDHA;2.44E-13;0.71985671;0.328;0.232;8.23E-09;CD8T;Ovary
26609;KLRD1;3.65E-13;-0.708853621;0.255;0.417;1.23E-08;CD8T;Ovary
26610;IFITM3;3.82E-13;0.879291568;0.289;0.216;1.29E-08;CD8T;Ovary
26611;GZMH;5.35E-13;-0.619569174;0.278;0.447;1.80E-08;CD8T;Ovary
26612;RPLP0;7.61E-13;0.389188634;0.678;0.658;2.56E-08;CD8T;Ovary
26613;ZFP36;9.93E-13;-0.457935892;0.562;0.72;3.35E-08;CD8T;Ovary
26614;CCL4L2;2.35E-12;-0.739411062;0.189;0.339;7.93E-08;CD8T;Ovary
26615;STK4;2.81E-12;-0.354630735;0.32;0.48;9.48E-08;CD8T;Ovary
26616;RPS27;3.34E-12;-0.336627164;0.968;0.964;1.13E-07;CD8T;Ovary
26617;MALAT1;4.76E-12;-0.254117114;1;1;1.60E-07;CD8T;Ovary
26618;DCN;8.54E-12;-0.533173782;0.208;0.351;2.88E-07;CD8T;Ovary
26619;RPS15;9.37E-12;0.284578642;0.896;0.889;3.16E-07;CD8T;Ovary
26620;MT-ND3;1.12E-11;-0.290624648;0.958;0.982;3.77E-07;CD8T;Ovary
26621;ITM2C;1.37E-11;0.844346166;0.234;0.141;4.61E-07;CD8T;Ovary
26622;MT-ND4L;1.99E-11;-0.408963653;0.219;0.364;6.71E-07;CD8T;Ovary
26623;MYL12A;2.11E-11;-0.447372566;0.559;0.688;7.11E-07;CD8T;Ovary
26624;MCL1;3.50E-11;-0.609557319;0.297;0.449;1.18E-06;CD8T;Ovary
26625;C3;4.89E-11;-0.522076157;0.048;0.132;1.65E-06;CD8T;Ovary
26626;CCND3;4.96E-11;-0.351379146;0.166;0.291;1.67E-06;CD8T;Ovary
26627;HNRNPDL;5.79E-11;-0.260093042;0.263;0.403;1.95E-06;CD8T;Ovary
26628;EVI2B;7.17E-11;-0.468956706;0.198;0.337;2.42E-06;CD8T;Ovary
26629;RPS3A;8.78E-11;0.281075628;0.807;0.8;2.96E-06;CD8T;Ovary
26630;JUNB;1.26E-10;-0.484211899;0.676;0.791;4.25E-06;CD8T;Ovary
26631;NR4A1;1.55E-10;-0.534955385;0.059;0.148;5.22E-06;CD8T;Ovary
26632;DNAJB9;2.26E-10;-0.511607441;0.087;0.189;7.63E-06;CD8T;Ovary
26633;RPL24;2.80E-10;0.370823554;0.782;0.722;9.42E-06;CD8T;Ovary
26634;RPL15;4.50E-10;0.267015629;0.871;0.861;1.52E-05;CD8T;Ovary
26635;EEF1A1;5.16E-10;0.379352131;0.558;0.544;1.74E-05;CD8T;Ovary
26636;TMSB4X;5.25E-10;-0.290109768;0.972;0.991;1.77E-05;CD8T;Ovary
26637;CSTB;5.39E-10;0.553818741;0.285;0.251;1.82E-05;CD8T;Ovary
26638;VIM;7.10E-10;0.483983028;0.638;0.561;2.39E-05;CD8T;Ovary
26639;PTGER2;8.04E-10;-0.566487931;0.078;0.176;2.71E-05;CD8T;Ovary
26640;LGALS1;8.12E-10;0.595816839;0.539;0.52;2.74E-05;CD8T;Ovary
26641;RPL19;9.00E-10;0.308591629;0.884;0.834;3.03E-05;CD8T;Ovary
26642;CRIP1;1.02E-09;-0.553921628;0.154;0.276;3.44E-05;CD8T;Ovary
26643;EMP3;2.15E-09;-0.366199669;0.341;0.487;7.23E-05;CD8T;Ovary
26644;DDX5;3.80E-09;-0.29180178;0.581;0.722;0.000128196;CD8T;Ovary
26645;HSD17B11;4.05E-09;-0.333662528;0.116;0.214;0.000136554;CD8T;Ovary
26646;C1R;4.76E-09;-0.428663477;0.043;0.114;0.000160289;CD8T;Ovary
26647;RPL36A;5.85E-09;-0.290801814;0.475;0.62;0.000197111;CD8T;Ovary
26648;RBP1;6.08E-09;0.831590327;0.116;0.048;0.00020497;CD8T;Ovary
26649;CD69;6.31E-09;-0.312957977;0.545;0.684;0.000212586;CD8T;Ovary
26650;TPM2;7.28E-09;0.861881448;0.112;0.061;0.000245289;CD8T;Ovary
26651;PRDM1;7.31E-09;-0.353024429;0.188;0.305;0.000246314;CD8T;Ovary
26652;RPS12;8.13E-09;0.290914959;0.932;0.9;0.000273829;CD8T;Ovary
26653;TUBA1A;8.32E-09;0.632866797;0.197;0.16;0.000280475;CD8T;Ovary
26654;RPL6;1.37E-08;0.286090631;0.779;0.745;0.000462119;CD8T;Ovary
26655;TRBC2;1.59E-08;-0.442260983;0.442;0.585;0.000536577;CD8T;Ovary
26656;TSPYL2;2.37E-08;-0.563664983;0.097;0.193;0.000798399;CD8T;Ovary
26657;HOPX;2.64E-08;-0.385294325;0.155;0.264;0.000888881;CD8T;Ovary
26658;ANXA2;2.96E-08;0.316995992;0.297;0.337;0.00099793;CD8T;Ovary
26659;ARHGDIB;3.20E-08;-0.321897393;0.507;0.645;0.001079751;CD8T;Ovary
26660;TOB1;3.31E-08;-0.386323427;0.092;0.176;0.001114;CD8T;Ovary
26661;HMGB2;3.52E-08;-0.413581953;0.236;0.36;0.001184695;CD8T;Ovary
26662;EGR1;3.53E-08;-0.346280705;0.11;0.196;0.001190035;CD8T;Ovary
26663;TSC22D1;3.70E-08;0.614410374;0.136;0.109;0.001247618;CD8T;Ovary
26664;PIP4K2A;4.44E-08;-0.302118524;0.124;0.216;0.001497289;CD8T;Ovary
26665;PIK3R1;4.94E-08;-0.422057926;0.192;0.308;0.001663703;CD8T;Ovary
26666;RPL35A;5.06E-08;0.260523397;0.915;0.875;0.001706319;CD8T;Ovary
26667;RPS21;6.30E-08;-0.302317152;0.681;0.777;0.002122891;CD8T;Ovary
26668;IER2;6.61E-08;-0.431062737;0.307;0.437;0.002225582;CD8T;Ovary
26669;ITM2A;7.48E-08;-0.397622781;0.333;0.465;0.002520949;CD8T;Ovary
26670;CKLF;7.71E-08;-0.399051301;0.275;0.403;0.002598488;CD8T;Ovary
26671;RPS4X;8.65E-08;0.278098635;0.923;0.906;0.002914474;CD8T;Ovary
26672;RBM3;1.20E-07;-0.329275906;0.198;0.308;0.004040984;CD8T;Ovary
26673;RPS7;1.23E-07;0.274790104;0.834;0.795;0.004140231;CD8T;Ovary
26674;CALD1;1.29E-07;0.855781077;0.109;0.055;0.004349621;CD8T;Ovary
26675;RPS13;1.32E-07;0.263663581;0.821;0.799;0.0044315;CD8T;Ovary
26676;PFN1;1.34E-07;-0.333559215;0.608;0.715;0.004521713;CD8T;Ovary
26677;HSP90AB1;1.66E-07;0.483734415;0.345;0.326;0.005592711;CD8T;Ovary
26678;SRSF2;1.81E-07;-0.380435802;0.292;0.417;0.006097969;CD8T;Ovary
26679;SAMSN1;2.04E-07;-0.403537184;0.128;0.225;0.00686362;CD8T;Ovary
26680;MAPK1;2.24E-07;-0.338823051;0.078;0.153;0.007537342;CD8T;Ovary
26681;SNRPE;2.65E-07;0.476172847;0.165;0.159;0.00891379;CD8T;Ovary
26682;RGCC;3.07E-07;-0.624180966;0.1;0.185;0.010351502;CD8T;Ovary
26683;CALM2;3.08E-07;0.315203763;0.501;0.522;0.010362825;CD8T;Ovary
26684;KLF6;3.09E-07;-0.418662232;0.345;0.472;0.010398325;CD8T;Ovary
26685;EEF2;3.17E-07;0.357661612;0.509;0.492;0.010679169;CD8T;Ovary
26686;USMG5;3.28E-07;-0.348506542;0.239;0.355;0.011053136;CD8T;Ovary
26687;ETS1;3.81E-07;-0.463698284;0.229;0.344;0.0128319;CD8T;Ovary
26688;IGFBP6;4.36E-07;-0.519074343;0.052;0.119;0.014698935;CD8T;Ovary
26689;C12orf75;4.73E-07;-0.266950496;0.145;0.234;0.015943487;CD8T;Ovary
26690;ITGB2;4.95E-07;-0.510541264;0.328;0.444;0.016665523;CD8T;Ovary
26691;IGFBP7;5.93E-07;0.74677653;0.201;0.132;0.0199684;CD8T;Ovary
26692;RARRES2;7.00E-07;0.699899728;0.14;0.093;0.023586579;CD8T;Ovary
26693;LMNA;8.12E-07;-0.303888558;0.093;0.168;0.027365355;CD8T;Ovary
26694;RPL5;8.39E-07;0.291047213;0.757;0.711;0.028252908;CD8T;Ovary
26695;GZMM;8.66E-07;-0.29753835;0.286;0.399;0.029183901;CD8T;Ovary
26696;PTGER4;8.86E-07;-0.297761736;0.154;0.246;0.029838178;CD8T;Ovary
26697;H3F3A;9.20E-07;0.668614246;0.242;0.155;0.031004831;CD8T;Ovary
26698;MT2A;9.82E-07;-0.336626725;0.563;0.683;0.033103316;CD8T;Ovary
26699;TNFAIP3;1.06E-06;-0.399966596;0.185;0.289;0.035661414;CD8T;Ovary
26700;CAPG;1.22E-06;0.63248189;0.115;0.05;0.040969096;CD8T;Ovary
26701;RPL22;1.22E-06;0.278676178;0.434;0.435;0.041148607;CD8T;Ovary
26702;LYAR;1.31E-06;-0.392417833;0.187;0.289;0.044000094;CD8T;Ovary
26703;DUSP1;3.12E-61;-1.476904843;0.709;0.852;1.05E-56;DC;Ovary
26704;CFD;5.90E-60;-1.828024426;0.14;0.696;1.99E-55;DC;Ovary
26705;APOD;5.88E-42;-1.155154621;0.027;0.401;1.98E-37;DC;Ovary
26706;GAPDH;7.20E-38;1.2533145;0.951;0.873;2.43E-33;DC;Ovary
26707;MT-ND3;3.73E-33;-0.767237658;0.97;0.962;1.26E-28;DC;Ovary
26708;RPS27;7.88E-30;-0.577412825;0.997;0.987;2.65E-25;DC;Ovary
26709;FABP4;2.28E-29;-1.272533627;0.167;0.536;7.68E-25;DC;Ovary
26710;WFDC2;4.39E-28;0.813197874;0.322;0.013;1.48E-23;DC;Ovary
26711;RPS29;6.22E-28;-0.576011357;0.975;0.962;2.10E-23;DC;Ovary
26712;FCER1A;2.18E-26;-1.243059869;0.67;0.844;7.34E-22;DC;Ovary
26713;RGS2;3.68E-26;-0.940895051;0.769;0.899;1.24E-21;DC;Ovary
26714;ITLN1;1.67E-25;-0.678869911;0.015;0.253;5.64E-21;DC;Ovary
26715;MGP;2.32E-25;-1.049524351;0.261;0.62;7.81E-21;DC;Ovary
26716;RPL36A;2.49E-24;-0.692700216;0.877;0.873;8.38E-20;DC;Ovary
26717;PDK4;5.91E-24;-1.441409281;0.274;0.578;1.99E-19;DC;Ovary
26718;CST3;6.75E-24;-0.968396191;0.98;0.987;2.27E-19;DC;Ovary
26719;CAPG;7.29E-24;1.22702164;0.628;0.392;2.45E-19;DC;Ovary
26720;HBB;1.93E-23;0.357587775;0.608;0.916;6.50E-19;DC;Ovary
26721;PLA2G2A;1.64E-22;-0.962629312;0.042;0.295;5.52E-18;DC;Ovary
26722;ADH1B;1.87E-21;-0.545403042;0.012;0.211;6.29E-17;DC;Ovary
26723;VSIG4;2.34E-21;-1.105721606;0.362;0.688;7.89E-17;DC;Ovary
26724;PPA1;3.92E-21;0.975686463;0.702;0.38;1.32E-16;DC;Ovary
26725;LITAF;5.52E-20;0.982174435;0.739;0.523;1.86E-15;DC;Ovary
26726;SPP1;1.11E-19;2.391693728;0.242;0.013;3.75E-15;DC;Ovary
26727;PLAUR;1.41E-19;-0.883299941;0.631;0.751;4.74E-15;DC;Ovary
26728;C1orf162;1.42E-19;-0.65796324;0.818;0.857;4.78E-15;DC;Ovary
26729;RHOB;1.68E-19;-1.129895776;0.31;0.599;5.67E-15;DC;Ovary
26730;RPS26;1.85E-19;-0.341588387;0.966;0.907;6.22E-15;DC;Ovary
26731;H3F3A;8.63E-19;1.843610214;0.449;0.312;2.91E-14;DC;Ovary
26732;RPL34;3.26E-18;-0.450497421;0.997;0.992;1.10E-13;DC;Ovary
26733;FCGBP;3.75E-18;1.767720554;0.239;0.017;1.26E-13;DC;Ovary
26734;C15orf48;3.07E-17;1.692201115;0.488;0.207;1.04E-12;DC;Ovary
26735;PKM;4.60E-17;0.901336754;0.764;0.557;1.55E-12;DC;Ovary
26736;HLA-DRB5;1.85E-16;-0.623039183;0.847;0.954;6.22E-12;DC;Ovary
26737;CD1C;2.81E-16;-1.268969977;0.365;0.591;9.47E-12;DC;Ovary
26738;CLEC10A;2.93E-16;-0.803419591;0.519;0.781;9.87E-12;DC;Ovary
26739;TAGLN;1.15E-15;0.61554067;0.311;0.063;3.89E-11;DC;Ovary
26740;FCN1;1.44E-15;-0.641999732;0.13;0.38;4.86E-11;DC;Ovary
26741;IL1R2;1.98E-15;-0.987511698;0.172;0.447;6.68E-11;DC;Ovary
26742;STK17B;2.01E-15;-0.718255779;0.569;0.764;6.78E-11;DC;Ovary
26743;CFP;3.59E-15;-0.986123363;0.261;0.527;1.21E-10;DC;Ovary
26744;COL1A1;3.90E-15;0.903485703;0.512;0.232;1.31E-10;DC;Ovary
26745;LDHA;5.41E-15;0.9450621;0.741;0.582;1.82E-10;DC;Ovary
26746;RPS28;1.13E-14;-0.307703482;0.981;0.949;3.82E-10;DC;Ovary
26747;CD163;1.37E-14;-0.659944465;0.227;0.515;4.61E-10;DC;Ovary
26748;ACTA2;1.62E-14;0.571790681;0.231;0.03;5.45E-10;DC;Ovary
26749;IGKC;2.36E-14;1.322042896;0.424;0.152;7.97E-10;DC;Ovary
26750;ENO1;4.05E-14;0.740177784;0.763;0.574;1.37E-09;DC;Ovary
26751;SDPR;4.66E-14;-1.013394046;0.106;0.342;1.57E-09;DC;Ovary
26752;INSIG1;6.57E-14;-1.056165728;0.33;0.54;2.21E-09;DC;Ovary
26753;MAP3K8;7.44E-14;-0.72719816;0.508;0.709;2.51E-09;DC;Ovary
26754;JUNB;8.46E-14;-0.518457496;0.918;0.907;2.85E-09;DC;Ovary
26755;SLC16A3;1.20E-13;0.893761382;0.537;0.325;4.04E-09;DC;Ovary
26756;IL4I1;1.30E-13;0.736499099;0.2;0.021;4.39E-09;DC;Ovary
26757;ALOX5AP;2.06E-13;0.899104457;0.697;0.515;6.93E-09;DC;Ovary
